Address,Employment_Status,Rent_vs_Own,Household_Size,Average_Age_of_Residents,Median_Household_Income
26 High Street,Full-Time,Own,5,59,57219.60834
57 Albert Walk,Part-Time,Own,3,42,34058.56667
188 College Crescent,Retired,Own,2,48,28960.15107
9 Lab Street,Unemployed,Rent,5,48,9717.959746
151 Queen Avenue,Part-Time,Rent,6,54,35538.99887
15 Exam Square,Unemployed,Rent,2,51,9282.574388
199 Chancellor Road,Unemployed,Rent,6,54,11956.64396
176 Chestnut Mews,Full-Time,Rent,4,28,55142.79175
132 Stable Mews,Part-Time,Rent,6,51,31852.12877
74 Alumni Grove,Unemployed,Rent,3,27,11564.21134
17 Primrose Avenue,Part-Time,Own,5,30,31579.30653
51 Union Street,Full-Time,Rent,4,31,48398.9542
161 Professor’s Close,Unemployed,Rent,4,45,9445.307359
150 Clock Tower Road,Full-Time,Own,3,31,42813.40521
51 Seminar Terrace,Unemployed,Rent,1,26,9922.718279
130 Chancellor Road,Unemployed,Rent,5,33,11158.14527
80 Library Lane,Full-Time,Own,3,39,58548.14647
17 George Square,Retired,Own,1,59,22203.14298
90 Stable Mews,Part-Time,Own,3,45,35528.06786
23 Chancellor Road,Unemployed,Rent,2,41,9826.968046
168 Clock Tower Road,Part-Time,Rent,3,30,25663.3616
116 King Street,Full-Time,Rent,3,39,42242.28326
166 Blossom Rise,Full-Time,Rent,5,36,53244.07464
115 Magnolia Row,Full-Time,Own,3,57,56217.02567
84 Merchant Street,Full-Time,Rent,6,34,41146.59259
102 College Crescent,Full-Time,Rent,3,30,58314.03343
164 Faculty Court,Part-Time,Rent,1,57,24462.13758
116 Cobbler’s Alley,Part-Time,Rent,4,37,30540.17283
91 Silverleaf Way,Full-Time,Rent,5,26,50312.28276
164 Merchant Street,Full-Time,Own,1,42,56110.4023
138 Union Street,Full-Time,Rent,6,41,51638.03087
132 Lecture Hall Lane,Unemployed,Rent,5,58,9347.631581
82 Lab Street,Full-Time,Own,4,32,51606.37816
158 Graduation Way,Full-Time,Own,3,53,59024.67894
177 King Street,Part-Time,Rent,3,30,25472.62396
188 Friar’s Court,Part-Time,Own,6,39,31880.57655
55 Heritage Close,Full-Time,Rent,2,55,43362.6865
99 Albert Walk,Full-Time,Own,4,54,44091.11171
141 Maple Drive,Full-Time,Own,3,44,59450.00362
197 Town Gate,Full-Time,Own,5,50,56519.48129
48 Horizon Close,Full-Time,Rent,6,44,58222.30527
13 Bluebell View,Full-Time,Own,5,48,43038.85918
146 Poppy Crescent,Full-Time,Rent,2,40,48262.45302
14 Seminar Terrace,Full-Time,Rent,3,28,55339.69352
196 Study Mews,Unemployed,Rent,5,58,10592.92841
58 Varsity Place,Full-Time,Own,6,27,43020.73492
108 College Road,Unemployed,Rent,4,27,9756.599364
99 George Square,Retired,Own,1,25,22427.03057
4 Lavender Park,Retired,Own,1,36,23380.5236
107 Friar’s Court,Full-Time,Own,3,43,58260.30455
78 Cross Keys Way,Full-Time,Own,2,59,44924.81924
196 College Crescent,Full-Time,Own,1,29,47520.05991
92 Academic Crescent,Unemployed,Rent,6,34,10070.12877
151 Butcher’s Row,Part-Time,Rent,5,34,24851.87621
130 Old Forge Lane,Full-Time,Rent,5,59,57775.1237
115 Campus Avenue,Full-Time,Own,2,49,49285.67601
51 Scholar’s Walk,Full-Time,Rent,3,55,47204.27052
59 Graduation Way,Unemployed,Rent,1,43,9910.054703
45 College Road,Part-Time,Own,4,31,32098.91116
51 Grand Arcade,Part-Time,Rent,3,33,31335.65371
167 Victoria Parade,Full-Time,Own,5,49,51546.96227
82 Rosehip Road,Part-Time,Own,2,47,27661.08655
59 The Old Yard,Full-Time,Own,1,37,48696.12637
132 Castle Lane,Part-Time,Own,5,35,32367.35318
117 Seminar Terrace,Unemployed,Rent,5,59,11494.68008
22 Professor’s Close,Unemployed,Rent,6,48,8546.680793
185 Magnolia Row,Full-Time,Rent,3,58,56788.40381
135 Alumni Grove,Unemployed,Rent,2,39,11187.02007
10 Maple Drive,Full-Time,Own,1,35,54848.95056
178 Rosehip Road,Full-Time,Own,3,43,49274.852
72 Bluebell View,Part-Time,Own,4,52,30764.30174
51 Poppy Crescent,Full-Time,Own,5,38,49565.94212
105 Town Gate,Full-Time,Own,3,31,50224.26407
57 The Old Yard,Full-Time,Rent,6,56,52331.29094
139 Parliament Street,Part-Time,Own,5,25,29916.42981
14 Cedar Crescent,Full-Time,Rent,3,46,51122.62311
38 Magnolia Row,Full-Time,Own,2,57,53237.54637
124 Market Lane,Full-Time,Own,6,36,45433.85445
33 Exam Square,Part-Time,Own,1,53,32582.12275
9 Bell Tower Street,Full-Time,Own,2,57,59405.6844
10 Bluebell View,Retired,Own,2,57,21960.66562
149 Campus Avenue,Unemployed,Rent,5,46,11673.97343
48 Campus Avenue,Full-Time,Own,3,30,48477.31714
84 Bluebell View,Part-Time,Own,6,55,34989.02916
133 Juniper Walk,Full-Time,Rent,3,44,48387.09952
49 Seminar Terrace,Unemployed,Rent,3,40,10857.18584
14 Cobbler’s Alley,Full-Time,Rent,5,57,51154.9044
43 The Green,Full-Time,Own,1,35,54996.65548
51 Faculty Court,Unemployed,Rent,4,58,10805.82218
27 Blossom Rise,Full-Time,Own,4,52,59180.74015
184 Grand Arcade,Part-Time,Own,4,30,27468.5447
132 Graduation Way,Unemployed,Rent,4,25,11720.06238
99 Exam Square,Unemployed,Rent,2,46,9009.291677
199 George Square,Full-Time,Rent,1,57,55728.18308
33 Lab Street,Unemployed,Rent,4,42,9958.778257
95 Alumni Grove,Full-Time,Own,1,53,41441.98387
64 Study Mews,Full-Time,Rent,6,26,40691.14816
177 Alumni Grove,Part-Time,Own,1,25,30244.58372
131 Primrose Avenue,Full-Time,Rent,4,30,40694.6225
28 Research Boulevard,Part-Time,Rent,6,51,35356.63372
40 Church Road,Part-Time,Own,2,39,25980.99712
32 Dean’s View,Unemployed,Rent,3,38,9940.233023
193 Heritage Close,Full-Time,Rent,3,56,47548.96222
125 Lavender Park,Full-Time,Rent,2,35,50490.87806
37 Albert Walk,Full-Time,Own,5,29,44169.0016
130 Prince’s Gate,Part-Time,Own,4,43,34396.12025
109 George Square,Part-Time,Rent,6,51,24153.50735
115 Graduation Way,Full-Time,Rent,5,25,51430.88751
145 Rosehip Road,Full-Time,Rent,1,57,46946.04606
198 Stable Mews,Full-Time,Rent,3,55,44284.25344
33 Study Mews,Part-Time,Rent,5,53,26563.45463
190 College Road,Unemployed,Rent,1,25,8734.174357
56 Chapel Walk,Full-Time,Own,1,51,52052.95653
96 Church Road,Full-Time,Own,2,31,57829.24675
139 Mill Street,Part-Time,Own,1,55,28773.13514
74 Birch Grove,Full-Time,Own,5,53,43296.47271
54 Campus Avenue,Full-Time,Rent,1,27,41051.90884
11 Silverleaf Way,Part-Time,Rent,4,26,33827.12966
43 High Street,Full-Time,Rent,6,33,44446.29025
75 Crown Street,Retired,Own,2,54,27351.96472
42 The Old Yard,Full-Time,Rent,5,38,50592.86672
94 Stable Mews,Full-Time,Own,6,44,52735.81482
140 Church Road,Retired,Rent,1,38,25759.95002
20 Cedar Crescent,Full-Time,Own,5,46,59038.79526
156 Professor’s Close,Unemployed,Rent,1,51,8409.917703
143 Poppy Crescent,Full-Time,Own,1,39,53165.46749
178 Exchange Place,Part-Time,Own,1,50,25378.95399
110 Church Road,Full-Time,Own,2,39,43883.11629
57 Church Road,Full-Time,Rent,5,55,53481.05732
149 Oak Lane,Full-Time,Rent,2,35,52378.3711
178 Queen Avenue,Part-Time,Rent,1,38,29831.06432
57 Scholar’s Walk,Part-Time,Own,6,28,33279.85332
160 Market Cross Road,Retired,Own,1,59,26923.27637
108 Bell Tower Street,Part-Time,Own,2,56,24704.15269
167 Crown Street,Full-Time,Rent,3,56,53089.00395
156 Church Road,Full-Time,Own,2,38,47743.21099
41 Campus Avenue,Unemployed,Rent,5,58,9884.92246
110 Seminar Terrace,Unemployed,Rent,4,27,10093.65405
70 Union Street,Part-Time,Own,5,47,28022.28982
127 Old Forge Lane,Full-Time,Own,5,46,48960.76718
180 Alumni Grove,Unemployed,Rent,4,25,10244.5359
4 Chancellor Road,Full-Time,Own,2,38,41180.87352
34 Chestnut Mews,Full-Time,Rent,4,41,51461.21333
18 Seminar Terrace,Full-Time,Own,4,39,46961.2451
89 Aspen Gardens,Full-Time,Own,5,51,51451.02597
140 Lecture Hall Lane,Part-Time,Own,6,41,29342.68924
195 Birch Grove,Full-Time,Own,5,26,43663.94222
175 Manor Row,Full-Time,Own,6,49,42182.49284
104 Butcher’s Row,Full-Time,Own,3,32,57495.74517
148 Town Gate,Part-Time,Own,1,34,28743.51387
191 Station Road,Full-Time,Rent,2,52,52321.9012
43 Poppy Crescent,Full-Time,Own,4,59,41702.94947
69 Grand Arcade,Full-Time,Own,5,40,48222.12486
44 Willow Heights,Full-Time,Own,6,41,54149.07741
37 Stable Mews,Part-Time,Own,5,25,35628.1832
116 Crown Street,Full-Time,Own,2,46,51103.41096
102 King Street,Full-Time,Own,3,28,43508.29815
41 Library Lane,Unemployed,Rent,5,51,8050.661437
23 Chestnut Mews,Full-Time,Own,4,45,47083.45915
54 College Road,Retired,Rent,2,35,24060.85301
103 Queen Avenue,Part-Time,Own,1,55,29979.80624
17 Castle Lane,Full-Time,Own,5,28,40079.68826
151 School House Lane,Full-Time,Rent,6,47,54472.20886
69 Scholar’s Walk,Retired,Rent,1,48,26551.9565
155 Lecture Hall Lane,Part-Time,Own,1,35,24215.15935
165 Research Boulevard,Part-Time,Rent,2,36,28003.21597
57 Cedar Crescent,Part-Time,Own,4,34,28416.54882
76 High Street,Full-Time,Own,4,54,45678.82357
152 College Road,Full-Time,Own,1,39,45921.8271
184 Church Road,Full-Time,Rent,5,31,48670.50389
8 Station Road,Part-Time,Rent,2,56,32426.09756
10 Academic Crescent,Unemployed,Rent,4,31,10703.13265
154 Grand Arcade,Full-Time,Own,4,30,48206.62773
41 Pillory Hill,Full-Time,Own,5,54,52421.31315
162 Lab Street,Retired,Rent,2,39,20698.4346
34 Research Boulevard,Full-Time,Own,1,58,55388.58979
24 The Green,Full-Time,Own,1,30,48830.24315
137 Rosehip Road,Full-Time,Own,4,51,41793.29135
197 Friar’s Court,Full-Time,Own,4,28,47473.73642
19 Grand Arcade,Full-Time,Own,4,39,54167.39921
167 Town Gate,Full-Time,Rent,6,40,42465.55352
82 Town Gate,Full-Time,Own,6,39,56295.19402
170 Exchange Place,Part-Time,Rent,4,45,32498.54344
148 Research Boulevard,Unemployed,Rent,4,47,8332.533324
8 Scholar’s Walk,Unemployed,Rent,4,49,11914.40553
28 Bell Tower Street,Retired,Own,2,33,29435.44739
159 Research Boulevard,Unemployed,Rent,6,56,8528.549403
185 The Old Yard,Full-Time,Rent,2,29,44057.76857
167 Lecture Hall Lane,Full-Time,Rent,1,53,46946.93691
179 Mill Street,Full-Time,Own,2,45,59793.95781
190 The Old Yard,Full-Time,Rent,6,25,54108.23336
148 Professor’s Close,Full-Time,Rent,5,31,58290.45753
30 Station Road,Part-Time,Rent,1,30,27310.99582
38 Rosehip Road,Part-Time,Own,6,43,34440.11005
45 Bluebell View,Full-Time,Own,1,38,42209.17986
78 Cobbler’s Alley,Part-Time,Own,4,30,35945.82238
43 Castle View,Full-Time,Own,4,33,42133.0738
107 Chancellor Road,Full-Time,Rent,5,56,48725.48813
193 Queen Avenue,Full-Time,Own,2,32,56397.07728
117 Rosehip Road,Retired,Rent,1,46,28510.34409
57 Poppy Crescent,Retired,Rent,1,32,28630.62524
116 Academic Crescent,Full-Time,Own,3,58,45734.10077
184 Dean’s View,Retired,Rent,1,33,26604.8535
31 Chestnut Mews,Full-Time,Rent,1,34,44204.3934
31 Station Road,Part-Time,Own,4,46,29930.28416
160 Victoria Parade,Full-Time,Own,6,37,56960.18543
122 Bridge Street,Part-Time,Own,4,59,28920.35604
84 Manor Row,Full-Time,Own,2,32,42198.72627
143 Grand Arcade,Full-Time,Own,2,37,40476.2697
40 Manor Row,Full-Time,Rent,4,59,57997.79552
165 Cross Keys Way,Full-Time,Own,6,53,42466.84715
178 Professor’s Close,Unemployed,Rent,6,54,8375.331363
175 Church Road,Full-Time,Own,5,30,44832.64218
25 Varsity Place,Retired,Own,2,53,27283.23281
70 Station Road,Retired,Own,1,29,21747.24849
191 Parliament Street,Full-Time,Rent,5,31,57668.73518
77 Willow Heights,Full-Time,Own,3,35,44499.43444
57 Willow Heights,Part-Time,Rent,6,44,28417.42454
192 The Green,Full-Time,Own,2,51,57339.37385
151 Dahlia Court,Full-Time,Own,6,39,46858.79643
196 Freshers Row,Full-Time,Rent,3,53,51773.10291
120 Dahlia Court,Part-Time,Rent,2,36,27887.23555
198 Rosehip Road,Full-Time,Rent,2,57,49573.13049
84 Mill Street,Full-Time,Rent,5,59,49409.42339
186 Lecture Hall Lane,Part-Time,Own,2,57,29708.07228
114 Silverleaf Way,Retired,Own,1,39,23668.97028
113 Grand Arcade,Part-Time,Own,6,55,32670.28399
40 Research Boulevard,Full-Time,Own,1,49,46858.90638
129 Seminar Terrace,Full-Time,Own,3,26,42726.04498
186 Bell Tower Street,Full-Time,Own,4,42,51946.93698
192 Chancellor Road,Part-Time,Own,6,50,27337.10489
145 Varsity Place,Full-Time,Rent,2,38,40775.32066
69 Seminar Terrace,Part-Time,Own,3,31,24542.10835
80 Lab Street,Unemployed,Rent,5,50,9951.931764
51 Varsity Place,Full-Time,Own,4,39,59364.26493
40 Lab Street,Unemployed,Rent,1,35,8311.353745
164 Academic Crescent,Part-Time,Own,3,54,27975.84316
146 Professor’s Close,Unemployed,Rent,3,26,8157.062829
159 Chancellor Road,Retired,Rent,2,50,26313.45545
183 Manor Row,Full-Time,Own,5,37,51569.26528
88 Merchant Street,Full-Time,Own,4,56,45667.96356
90 Seminar Terrace,Full-Time,Own,5,45,55196.642
43 Willow Heights,Full-Time,Own,5,38,40582.63418
120 Butcher’s Row,Full-Time,Own,1,39,42514.07494
123 Academic Crescent,Unemployed,Rent,2,46,8232.584993
47 School House Lane,Full-Time,Own,6,33,46761.51115
13 Parliament Street,Full-Time,Own,2,32,50105.39161
38 Ivy Boulevard,Part-Time,Own,3,34,27477.0809
80 Dean’s View,Unemployed,Rent,2,40,9259.340717
119 Butcher’s Row,Part-Time,Own,6,33,30885.9403
115 Prince’s Gate,Full-Time,Own,3,54,44821.26201
54 Station Road,Full-Time,Own,4,25,45548.79309
1 Sycamore Way,Full-Time,Own,2,35,58028.84048
179 College Road,Retired,Own,1,58,27274.79291
110 George Square,Retired,Rent,2,32,25048.40101
80 Clock Tower Road,Full-Time,Rent,1,30,54077.76925
9 Prince’s Gate,Part-Time,Own,4,57,29296.37563
173 Library Lane,Unemployed,Rent,3,35,11649.02329
109 Exam Square,Full-Time,Own,4,34,43529.65441
169 Chancellor Road,Part-Time,Rent,4,51,26051.52863
159 Aspen Gardens,Full-Time,Rent,4,41,41188.74313
98 Chancellor Road,Full-Time,Own,5,49,43600.19906
127 Butcher’s Row,Retired,Own,2,30,22204.57335
99 Dahlia Court,Part-Time,Rent,2,42,34327.32215
122 Professor’s Close,Unemployed,Rent,3,27,10034.02007
165 Seminar Terrace,Full-Time,Own,1,41,44117.11151
135 Mill Street,Full-Time,Own,6,39,57033.64792
185 Birch Grove,Full-Time,Rent,5,40,41520.93423
150 Parliament Street,Full-Time,Own,3,26,58771.0201
192 Parliament Street,Full-Time,Own,4,27,59368.75283
148 Juniper Walk,Full-Time,Own,1,54,47407.22229
7 The Old Yard,Full-Time,Rent,3,33,56094.61868
185 Station Road,Full-Time,Own,2,44,43117.90975
112 Alumni Grove,Unemployed,Rent,1,36,11564.3977
172 Juniper Walk,Full-Time,Rent,2,37,55849.73055
135 Lecture Hall Lane,Unemployed,Rent,5,27,10634.06584
177 College Road,Full-Time,Own,3,51,56754.40142
62 School House Lane,Full-Time,Rent,5,42,51249.8029
104 Research Boulevard,Full-Time,Own,2,58,46647.74019
129 Library Lane,Part-Time,Rent,5,35,31979.55303
144 Church Road,Part-Time,Own,2,36,31969.12609
86 Heritage Close,Part-Time,Own,4,44,30958.08125
67 Dean’s View,Unemployed,Rent,4,31,11149.06734
79 Market Lane,Full-Time,Rent,5,40,41068.4108
54 Albert Walk,Full-Time,Rent,6,43,52781.06567
77 School House Lane,Full-Time,Own,6,38,51535.98924
107 Seminar Terrace,Full-Time,Rent,2,52,44411.5135
192 Cross Keys Way,Part-Time,Rent,3,31,25046.59643
148 Albert Walk,Full-Time,Own,1,33,49398.09186
44 Freshers Row,Full-Time,Rent,5,58,45080.74928
46 Station Road,Full-Time,Own,3,48,55449.99029
197 Faculty Court,Full-Time,Own,2,41,49807.89033
162 Research Boulevard,Unemployed,Rent,2,55,11846.6485
74 Cobbler’s Alley,Full-Time,Own,5,39,59115.07042
194 Rosehip Road,Full-Time,Rent,3,52,57626.5337
21 Sycamore Way,Retired,Own,2,39,26297.52745
87 Graduation Way,Unemployed,Rent,4,41,10394.39661
158 Church Road,Retired,Rent,2,48,22179.23348
125 Castle Lane,Full-Time,Rent,4,37,54348.24741
164 Lecture Hall Lane,Part-Time,Own,5,45,34972.59622
121 College Road,Full-Time,Own,2,49,46270.12649
59 Merchant Street,Full-Time,Own,6,43,56868.29643
132 Clock Tower Road,Part-Time,Own,6,27,28923.41688
149 King Street,Part-Time,Rent,5,48,35458.99352
79 School House Lane,Full-Time,Rent,6,45,47970.31607
9 Seminar Terrace,Unemployed,Rent,1,25,11089.4352
190 Research Boulevard,Part-Time,Rent,3,55,33716.30563
42 Lab Street,Unemployed,Rent,2,31,10845.09753
66 Oak Lane,Retired,Own,2,56,23824.75112
48 College Road,Part-Time,Rent,6,27,25872.61153
30 Bell Tower Street,Full-Time,Rent,2,25,42001.14534
77 Market Lane,Full-Time,Rent,4,36,41873.17778
70 Rosehip Road,Full-Time,Own,1,34,55390.21638
100 Bell Tower Street,Full-Time,Own,4,31,47623.1033
25 Bridge Street,Part-Time,Rent,3,49,28563.78511
147 Aspen Gardens,Full-Time,Rent,5,51,44035.02235
182 Varsity Place,Unemployed,Rent,1,51,8858.171173
24 Research Boulevard,Unemployed,Rent,4,30,9523.527766
79 Silverleaf Way,Full-Time,Rent,5,44,44241.14688
56 Church Road,Full-Time,Own,6,46,52682.54803
152 Lab Street,Full-Time,Own,3,50,57025.71818
143 School House Lane,Full-Time,Rent,3,56,53569.63178
82 Dahlia Court,Full-Time,Own,6,47,45930.78517
130 Seminar Terrace,Unemployed,Rent,1,25,9288.756297
19 Stable Mews,Full-Time,Own,6,45,52321.14464
150 Union Street,Full-Time,Own,1,38,52363.1824
119 Clock Tower Road,Full-Time,Own,6,43,55021.26846
15 Market Lane,Full-Time,Own,2,49,58722.76598
52 Campus Avenue,Unemployed,Rent,3,33,8902.826217
66 Union Street,Unemployed,Rent,6,53,9160.659617
4 Exam Square,Full-Time,Own,2,26,54408.99004
175 Queen Avenue,Retired,Own,1,55,21205.81396
108 Bluebell View,Part-Time,Own,2,55,26898.91545
123 Exchange Place,Full-Time,Rent,3,38,44608.83437
132 Research Boulevard,Full-Time,Rent,5,47,44255.22425
173 The Old Yard,Full-Time,Own,1,55,54094.26456
97 Alumni Grove,Full-Time,Own,3,40,43861.45322
64 Exam Square,Unemployed,Rent,4,32,11439.7883
164 Varsity Place,Full-Time,Rent,5,36,51237.32045
45 Alumni Grove,Unemployed,Rent,5,25,10074.9284
65 Crown Street,Full-Time,Own,4,38,47764.1566
30 Campus Avenue,Retired,Own,1,52,22350.70897
3 Butcher’s Row,Part-Time,Rent,3,25,25924.04786
185 Albert Walk,Full-Time,Own,6,46,43933.33041
57 Castle View,Full-Time,Rent,5,52,58729.77281
143 Research Boulevard,Unemployed,Rent,2,37,10482.92956
20 The Old Yard,Full-Time,Own,6,32,49709.56503
47 Crown Street,Full-Time,Own,6,31,40512.03867
66 Graduation Way,Unemployed,Rent,1,27,11783.3968
19 Ivy Boulevard,Retired,Own,1,51,27498.57332
109 Alumni Grove,Unemployed,Rent,1,43,8742.360112
182 Mill Street,Part-Time,Rent,3,45,28937.76933
10 Castle View,Full-Time,Own,4,25,52622.56904
58 Study Mews,Full-Time,Rent,5,54,43511.40494
22 Faculty Court,Part-Time,Rent,6,44,29846.70987
119 The Green,Full-Time,Own,5,37,54216.14893
76 Horizon Close,Full-Time,Rent,2,28,42979.68797
103 Research Boulevard,Part-Time,Rent,2,52,26996.869
195 The Old Yard,Full-Time,Own,2,50,49850.57106
73 Seminar Terrace,Part-Time,Own,2,27,32367.39717
90 Exam Square,Full-Time,Own,3,31,51231.46941
56 Grand Arcade,Full-Time,Own,3,29,44240.50161
138 Alumni Grove,Part-Time,Rent,6,42,33881.99133
84 Study Mews,Unemployed,Rent,2,26,10083.57314
153 Lecture Hall Lane,Full-Time,Rent,2,37,42231.61621
76 Seminar Terrace,Unemployed,Rent,2,37,8905.949864
126 Cathedral Row,Full-Time,Own,6,57,59363.09744
132 Albert Walk,Full-Time,Rent,5,57,53916.30799
190 Oak Lane,Full-Time,Rent,3,40,46651.17871
167 Clock Tower Road,Full-Time,Own,1,32,44867.47829
76 Albert Walk,Full-Time,Rent,3,36,49295.51853
69 Chapel Walk,Part-Time,Own,6,59,25927.48358
76 Willow Heights,Part-Time,Own,3,56,26792.97051
84 Parliament Street,Retired,Rent,1,26,26963.39656
76 Dean’s View,Unemployed,Rent,5,31,11415.51351
163 Magnolia Row,Retired,Own,1,31,20620.70816
117 Albert Walk,Part-Time,Own,5,59,31113.40443
138 Willow Heights,Full-Time,Own,2,39,51888.34481
79 Clock Tower Road,Full-Time,Rent,4,30,47653.73059
68 Stable Mews,Full-Time,Own,3,30,55691.93636
95 Ivy Boulevard,Full-Time,Own,4,36,49993.45198
127 Willow Heights,Part-Time,Rent,1,58,25717.59717
179 Bridge Street,Part-Time,Rent,2,28,31546.68602
192 Maple Drive,Full-Time,Own,3,58,52007.45532
44 Lab Street,Unemployed,Rent,5,59,11972.29003
157 Research Boulevard,Part-Time,Own,5,31,26632.34602
139 Silverleaf Way,Full-Time,Own,4,35,52127.62275
10 Oak Lane,Full-Time,Own,5,57,51444.58941
152 Heritage Close,Full-Time,Rent,4,32,46474.92136
74 Stable Mews,Full-Time,Own,2,31,55287.05722
195 Seminar Terrace,Unemployed,Rent,4,47,9488.135639
93 Campus Avenue,Unemployed,Rent,3,27,10638.76215
44 Magnolia Row,Full-Time,Own,5,33,47906.69392
147 King Street,Full-Time,Rent,5,53,55867.30061
94 Juniper Walk,Part-Time,Rent,3,31,35974.64183
161 Varsity Place,Unemployed,Rent,1,42,10752.89977
26 Lecture Hall Lane,Full-Time,Rent,2,44,55638.70403
38 Butcher’s Row,Full-Time,Rent,4,55,41147.82169
156 Chancellor Road,Unemployed,Rent,3,47,11332.0763
174 Seminar Terrace,Unemployed,Rent,2,46,8554.474497
62 Exchange Place,Full-Time,Rent,1,46,52340.97435
174 High Street,Part-Time,Own,6,39,34372.63579
118 College Road,Full-Time,Own,6,37,52588.95389
179 Willow Heights,Part-Time,Rent,2,35,34587.98737
131 Bridge Street,Full-Time,Own,4,44,54207.97913
166 Albert Walk,Part-Time,Rent,3,51,29277.62229
57 Freshers Row,Full-Time,Own,1,50,59148.35534
111 Castle View,Part-Time,Own,1,42,35071.14168
95 College Road,Part-Time,Rent,1,52,24795.25548
59 Scholar’s Walk,Unemployed,Rent,5,26,8642.211777
85 Grand Arcade,Part-Time,Own,2,36,30950.63797
79 King Street,Full-Time,Rent,4,28,52374.38201
52 Union Street,Unemployed,Rent,5,34,11597.87406
51 Blossom Rise,Full-Time,Own,4,40,43099.71802
127 Castle View,Part-Time,Own,4,57,28540.53556
